SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,SHORT_TERM_COUNT_BANK,MID_TERM_COUNT_BANK,LONG_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,LONG_TERM_COUNT_NON_BANK,NUMBER_OF_LOANS,NUMBER_OF_LOANS_BANK,NUMBER_OF_LOANS_NON_BANK,NUMBER_OF_CREDIT_CARDS,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUMBER_OF_RELATIONSHIP,NUMBER_OF_RELATIONSHIP_BANK,NUMBER_OF_RELATIONSHIP_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,OUTSTANDING_BAL_LOAN_CURRENT,OUTSTANDING_BAL_LOAN_3M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_LOAN_9M,OUTSTANDING_BAL_LOAN_12M,OUTSTANDING_BAL_CC_3M,OUTSTANDING_BAL_CC_6M,OUTSTANDING_BAL_CC_9M,OUTSTANDING_BAL_CC_12M,OUTSTANDING_BAL_ALL_3M,OUTSTANDING_BAL_ALL_6M,OUTSTANDING_BAL_ALL_9M,OUTSTANDING_BAL_ALL_12M,OUTSTANDING_BAL_LOAN_3M_6M,OUTSTANDING_BAL_LOAN_6M_9M,OUTSTANDING_BAL_LOAN_9M_12M,OUTSTANDING_BAL_LOAN_6M_12M,OUTSTANDING_BAL_LOAN_3M_12M,OUTSTANDING_BAL_CC_3M_6M,OUTSTANDING_BAL_CC_6M_9M,OUTSTANDING_BAL_CC_9M_12M,OUTSTANDING_BAL_CC_6M_12M,OUTSTANDING_BAL_CC_3M_12M,OUTSTANDING_BAL_ALL_3M_6M,OUTSTANDING_BAL_ALL_6M_9M,OUTSTANDING_BAL_ALL_9M_12M,OUTSTANDING_BAL_ALL_6M_12M,OUTSTANDING_BAL_ALL_3M_12M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_3M,ENQUIRIES_6M,ENQUIRIES_9M,ENQUIRIES_12M,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FOR_LOAN_3M,ENQUIRIES_FOR_CC_3M,ENQUIRIES_FROM_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_BANK_6M,ENQUIRIES_FROM_NON_BANK_6M,ENQUIRIES_FOR_LOAN_6M,ENQUIRIES_FOR_CC_6M,ENQUIRIES_FROM_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_BANK_FOR_CC_6M,ENQUIRIES_FROM_NON_BANK_FOR_CC_6M,ENQUIRIES_FROM_BANK_9M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FOR_LOAN_9M,ENQUIRIES_FOR_CC_9M,ENQUIRIES_FROM_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_BANK_FOR_CC_9M,ENQUIRIES_FROM_NON_BANK_FOR_CC_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_12M,ENQUIRIES_FOR_LOAN_12M,ENQUIRIES_FOR_CC_12M,ENQUIRIES_FROM_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_BANK_FOR_CC_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M,ENQUIRIES_3M_6M,ENQUIRIES_6M_9M,ENQUIRIES_9M_12M,ENQUIRIES_6M_12M,ENQUIRIES_3M_12M,ENQUIRIES_FROM_BANK_3M_6M,ENQUIRIES_FROM_BANK_6M_9M,ENQUIRIES_FROM_BANK_9M_12M,ENQUIRIES_FROM_BANK_6M_12M,ENQUIRIES_FROM_BANK_3M_12M,ENQUIRIES_FROM_NON_BANK_3M_6M,ENQUIRIES_FROM_NON_BANK_6M_9M,ENQUIRIES_FROM_NON_BANK_9M_12M,ENQUIRIES_FROM_NON_BANK_6M_12M,ENQUIRIES_FROM_NON_BANK_3M_12M,OUTSTANDING_BAL_ALL_CURRENT,y_pred_proba,y_pred,y_true
10.0,,1.0,4.0,1.0,,7.0,,1.0,10.0,4.0,7.0,1.0,1.0,1.0,10.0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,1000173.333,1000086.667,1000057.778,1000043.333,,999990.0,,999990.0,1000173.333,,1000057.778,1000043.333,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,999990.0,999990.0,999990.0,999990.0,999990.0,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,,-3.0,-3.0,-3.0,7.0,7.0,7.0,,7.0,1000250.0,0.08588675774020822,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1000000.0,1000010.0,1000005.0,,1000002.5,1000000.0,1000000.0,1000000.0,1000000.0,1000010.0,1000005.0,1000003.333,1000002.5,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000000.0,1000000.0,1000000.0,1000000.0,,,1000000.0,431.0,,431.0,431.0,1.0,,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000000.0,0.8645717646900687,1,1
7.0,,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,10.0,10.0,1.0,16.0,13.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,7.0,7.0,7.0,1000090.0,1000020.0,1000010.0,1000006.667,1000005.0,1000313.333,1000303.333,1000202.222,,1000333.333,1000313.333,1000208.889,1000156.667,,1000015.0,1000013.333,1000020.0,1000040.0,1000010.33,1000015.0,,1000020.0,1000020.659,1000010.638,1000015.0,1000013.333,1000020.0,1000021.277,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,1000390.0,0.02613293163489352,0,0
,10.0,1.0,4.0,,1.0,4.0,1.0,,,13.0,4.0,4.0,1.0,4.0,19.0,13.0,,7.0,10.0,10.0,10.0,,10.0,10.0,10.0,7.0,10.0,10.0,10.0,1000710.0,,1000431.667,1000354.444,1000315.833,1000146.667,1000148.333,1000133.333,1000100.0,1000680.0,1000580.0,1000487.778,1000415.833,1000012.355,1000012.179,1000011.223,1000013.668,1000016.887,1000009.888,1000011.125,1000013.333,,1000014.667,1000011.724,,1000011.73,1000013.948,1000016.353,1000010.0,1000000.0,,1000000.0,1000010.0,1000000.0,1000140.0,,431.0,431.0,431.0,1.0,7.0,12.0,17.0,17.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,12.0,2.0,2.0,12.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,4.5,5.333333333,7.0,5.333333333,3.666666667,-3.0,-3.0,-3.0,-3.0,,4.5,5.333333333,7.0,5.333333333,3.666666667,1000850.0,0.0721873019635409,0,0
7.0,4.0,,4.0,1.0,,4.0,4.0,1.0,,4.0,7.0,1.0,1.0,1.0,10.0,4.0,7.0,4.0,,10.0,10.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,1000270.0,,1000070.0,1000046.667,,999990.0,999990.0,999990.0,999990.0,1000133.333,1000070.0,1000046.667,1000035.0,1000019.048,1000015.0,,1000020.0,1000038.095,999990.0,999990.0,999990.0,999990.0,999990.0,1000019.048,1000015.0,1000013.333,,1000038.095,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000270.0,0.09588619515960006,0,0
1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1000000.0,1000000.0,1000026.667,1000052.222,1000075.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000026.667,1000052.222,1000075.0,1000000.0,,1000006.963,1000003.556,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000005.106,1000006.963,1000003.556,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,431.0,431.0,,431.0,1.0,17.0,27.0,27.0,27.0,12.0,7.0,12.0,7.0,7.0,7.0,,2.0,22.0,7.0,17.0,12.0,12.0,,12.0,2.0,22.0,7.0,,12.0,12.0,,12.0,2.0,22.0,7.0,17.0,12.0,12.0,7.0,12.0,2.0,5.0,7.0,7.0,7.0,5.0,4.5,7.0,7.0,7.0,4.5,,7.0,7.0,7.0,7.0,1000000.0,0.7236656603844474,1,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,1000010.0,1000010.0,,431.0,431.0,431.0,431.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1000000.0,0.8908270586348038,1,1
4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,,7.0,4.0,4.0,4.0,4.0,1.0,10.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1000410.0,1000313.333,1000175.0,,1000092.5,1000120.0,1000060.0,1000040.0,1000030.0,1000433.333,1000235.0,1000163.333,1000122.5,1000017.905,1000014.189,1000013.333,1000018.919,1000033.874,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000018.44,1000014.388,1000013.333,1000019.184,1000035.374,1000000.0,1000000.0,1000000.0,1000000.0,1000010.0,1000000.0,,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,,-3.0,-3.0,7.0,7.0,7.0,,7.0,1000660.0,0.12036697600873134,0,0
1.0,13.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,13.0,7.0,7.0,1.0,1.0,,13.0,7.0,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1002550.0,1002463.333,1002448.333,1002394.444,1002385.0,,999990.0,999990.0,999990.0,1002463.333,1002448.333,1002394.444,,1000010.061,1000010.225,1000010.04,1000010.266,1000010.328,999990.0,999990.0,999990.0,999990.0,,,1000010.225,1000010.04,1000010.266,1000010.328,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,431.0,,7.0,17.0,17.0,17.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,17.0,17.0,2.0,2.0,17.0,2.0,,2.0,17.0,17.0,2.0,2.0,,2.0,2.0,2.0,17.0,17.0,,2.0,17.0,2.0,2.0,3.666666667,7.0,,7.0,3.666666667,-3.0,-3.0,,-3.0,-3.0,3.666666667,7.0,7.0,7.0,3.666666667,1002550.0,0.14765670705617875,0,0
10.0,4.0,1.0,7.0,1.0,1.0,4.0,4.0,1.0,13.0,7.0,7.0,4.0,4.0,,16.0,10.0,7.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,1000690.0,1000290.0,1000346.667,1000316.667,1000290.0,1000000.0,1000000.0,,,1000290.0,,1000316.667,,1000008.365,1000010.947,1000010.92,1000011.954,1000010.0,999990.0,999990.0,999990.0,,999990.0,1000008.365,1000010.947,1000010.92,1000011.954,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,,7.0,7.0,2.0,2.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,,7.0,1000690.0,0.035783636060062095,0,0
13.0,7.0,1.0,4.0,4.0,1.0,10.0,4.0,1.0,19.0,7.0,,4.0,4.0,1.0,22.0,10.0,13.0,4.0,13.0,13.0,16.0,4.0,13.0,13.0,16.0,4.0,,13.0,16.0,1000480.0,,1000438.333,1000364.444,1000305.833,1000000.0,1000003.333,1000003.333,1000002.5,1000530.0,1000441.667,1000367.778,1000308.333,1000012.091,1000012.027,1000011.916,1000014.332,1000017.33,1000000.0,,1000013.333,1000013.333,1000000.0,1000012.0,1000012.009,1000011.928,1000014.324,1000017.189,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,12.0,17.0,17.0,17.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,,,17.0,2.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,2.0,,17.0,2.0,,2.0,17.0,17.0,2.0,,17.0,2.0,2.0,5.333333333,,7.0,7.0,5.333333333,-3.0,-3.0,-3.0,-3.0,-3.0,5.333333333,7.0,7.0,7.0,5.333333333,1000480.0,0.027421888795142242,0,0
13.0,4.0,1.0,7.0,4.0,1.0,7.0,1.0,1.0,16.0,10.0,7.0,13.0,13.0,1.0,28.0,22.0,7.0,4.0,4.0,13.0,16.0,4.0,4.0,13.0,16.0,,4.0,13.0,16.0,1000170.0,1000183.333,1000210.0,1000231.111,1000183.333,1000250.0,1000248.333,1000242.222,1000213.333,1000433.333,1000458.333,1000473.333,1000396.667,1000008.73,1000009.087,1000012.606,1000011.455,,1000010.067,1000010.252,,1000011.641,1000011.719,1000009.455,1000009.683,1000011.933,1000011.555,1000010.924,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000250.0,431.0,431.0,,431.0,,27.0,32.0,72.0,92.0,22.0,7.0,17.0,12.0,12.0,7.0,12.0,2.0,27.0,7.0,,12.0,17.0,7.0,12.0,,62.0,12.0,47.0,27.0,,12.0,27.0,2.0,,12.0,57.0,37.0,47.0,12.0,,2.0,6.166666667,4.142857143,5.888888889,,3.388888889,6.0,4.083333333,5.75,3.5625,3.25,7.0,4.5,7.0,4.5,,1000420.0,0.02607895089566564,0,0
7.0,10.0,1.0,1.0,1.0,1.0,7.0,10.0,1.0,16.0,1.0,16.0,1.0,1.0,1.0,,1.0,16.0,4.0,,13.0,,4.0,10.0,13.0,13.0,4.0,,13.0,13.0,1000710.0,1000703.333,1000643.333,1000575.556,1000490.0,999990.0,999990.0,999990.0,999990.0,1000703.333,1000643.333,,1000490.0,1000010.933,1000011.178,1000011.746,1000013.129,1000014.354,999990.0,999990.0,999990.0,999990.0,999990.0,1000010.933,1000011.178,1000011.746,1000013.129,1000014.354,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,12.0,22.0,27.0,27.0,2.0,12.0,,2.0,2.0,12.0,2.0,2.0,2.0,22.0,22.0,2.0,2.0,22.0,2.0,2.0,,27.0,27.0,2.0,2.0,27.0,2.0,2.0,2.0,27.0,27.0,2.0,2.0,27.0,2.0,2.0,4.5,6.0,7.0,,4.0,-3.0,-3.0,,-3.0,-3.0,4.5,6.0,7.0,6.0,4.0,1000710.0,0.10275446743146302,0,0
4.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,4.0,4.0,1.0,4.0,,1.0,7.0,7.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,1000030.0,1000043.333,1000035.0,1000168.889,1000306.667,1000000.0,1000000.0,1000000.0,1000000.0,1000043.333,1000035.0,1000168.889,1000306.667,,,1000005.507,1000001.141,1000001.413,999990.0,999990.0,999990.0,999990.0,999990.0,1000012.381,1000002.072,1000005.507,1000001.141,1000001.413,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,431.0,431.0,,431.0,1.0,7.0,7.0,7.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000030.0,0.16638889100738033,0,0
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,13.0,13.0,1.0,,16.0,4.0,1.0,,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1000070.0,1000090.0,,,,1000250.0,1000293.333,1000298.889,1000300.833,1000340.0,1000418.333,1000445.556,1000437.5,1000007.2,1000008.523,1000010.732,,1000006.585,1000008.523,1000009.814,1000009.935,1000009.751,1000008.31,1000008.127,1000009.389,1000010.184,1000009.562,1000007.771,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,431.0,431.0,431.0,431.0,,47.0,,67.0,92.0,32.0,17.0,32.0,17.0,17.0,17.0,17.0,2.0,42.0,,37.0,22.0,22.0,17.0,22.0,2.0,52.0,17.0,42.0,27.0,27.0,17.0,27.0,2.0,77.0,17.0,57.0,37.0,,17.0,37.0,,6.090909091,6.230769231,5.611111111,5.055555556,4.5,,6.0,5.333333333,,4.0,7.0,7.0,7.0,7.0,,1000430.0,0.023884287830995027,0,0
7.0,4.0,,4.0,1.0,1.0,4.0,4.0,1.0,10.0,4.0,7.0,10.0,4.0,7.0,19.0,7.0,13.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,,,10.0,10.0,10.0,1000240.0,1000150.0,1000195.0,1000205.556,1000224.167,1000230.0,1000295.0,1000225.556,1000191.667,1000380.0,1000490.0,1000431.111,1000415.833,1000007.692,1000009.486,1000009.17,1000008.699,1000006.691,1000007.797,1000013.079,1000011.768,1000015.391,,1000007.755,1000011.366,1000010.367,1000011.784,1000009.138,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000340.0,431.0,431.0,431.0,431.0,1.0,7.0,17.0,17.0,17.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,17.0,12.0,7.0,2.0,12.0,,7.0,,17.0,12.0,7.0,2.0,12.0,2.0,7.0,2.0,17.0,12.0,7.0,2.0,12.0,2.0,7.0,3.666666667,7.0,7.0,7.0,3.666666667,-3.0,,-3.0,-3.0,-3.0,3.666666667,7.0,7.0,7.0,3.666666667,1000580.0,0.08069569244285062,0,0
7.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,13.0,1.0,13.0,7.0,1.0,7.0,19.0,1.0,19.0,4.0,4.0,7.0,,4.0,4.0,7.0,,4.0,4.0,7.0,7.0,1000640.0,1000540.0,1000501.667,1000507.778,1000469.167,1000076.667,1000101.667,1000116.667,1000115.0,,1000496.667,1000553.333,1000530.833,1000010.764,1000009.88,1000010.823,1000010.693,1000011.51,,1000008.714,1000010.145,1000008.841,1000006.667,1000008.121,1000008.976,1000010.424,1000009.356,1000007.598,1000010.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000110.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,17.0,17.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,,7.0,2.0,2.0,7.0,,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,7.0,3.666666667,7.0,,3.666666667,-3.0,,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1000750.0,0.11664327839558537,0,0
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,4.0,4.0,1.0,10.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,7.0,1000080.0,,1000041.667,1000035.556,,1000003.333,1000003.333,1000002.222,1000001.667,1000070.0,1000045.0,1000037.778,1000028.333,,1000011.719,1000013.333,1000015.625,1000025.0,1000010.0,1000015.0,1000013.333,1000020.0,1000020.0,,1000011.912,1000013.333,1000015.882,1000024.706,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,431.0,,431.0,1.0,,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000080.0,0.043736665115621264,0,0
7.0,1.0,,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,1.0,1.0,,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,1000110.0,1000100.0,1000091.667,1000074.444,1000080.833,999990.0,999990.0,999990.0,999990.0,1000100.0,,1000074.444,1000080.833,1000010.909,1000012.313,1000009.21,,1000012.371,999990.0,999990.0,999990.0,999990.0,999990.0,1000010.909,1000012.313,1000009.21,1000011.34,1000012.371,1000000.0,1000000.0,,999990.0,,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,,7.0,,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,,2.0,,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000110.0,0.0835167089152717,0,0
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,4.0,4.0,1.0,10.0,7.0,,,4.0,7.0,,,4.0,7.0,7.0,4.0,4.0,7.0,7.0,1000150.0,1000080.0,1000053.333,1000056.667,1000067.5,1000000.0,1000000.0,1000000.0,1000000.0,1000080.0,,1000056.667,1000067.5,1000015.0,1000009.412,1000008.395,1000007.901,1000011.852,999990.0,999990.0,999990.0,999990.0,999990.0,1000015.0,1000009.412,1000008.395,1000007.901,1000011.852,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,7.0,,7.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000150.0,0.08487676892217516,0,0
7.0,,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,4.0,,1.0,10.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,4.0,7.0,7.0,7.0,1000120.0,1000026.667,1000046.667,1000045.556,1000034.167,1000006.667,1000008.333,1000006.667,1000005.0,,1000055.0,1000052.222,1000039.167,1000005.714,1000010.244,1000013.333,1000013.659,1000007.805,1000008.0,1000012.5,1000013.333,1000016.667,1000013.333,1000006.061,1000010.532,1000013.333,1000014.043,1000008.511,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000010.0,431.0,,,431.0,1.0,12.0,,12.0,12.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,7.0,1000130.0,0.06141245094868628,0,0
